order_id,zip_code,category,amount,shipped_at
1068,01950,grocery,45.01,2026-01-11T01:21:00+09:00
1069,94103,grocery,45.00,2026-01-02T14:20:00-08:00
1070,94103,grocery,45.01,2026-01-20T05:24:00-08:00
1071,10001,grocery,45.00,2026-01-05T05:35:00-08:00
1072,94103,grocery,45.01,2026-01-14T09:22:00+05:30
1073,01950,grocery,45.00,2026-02-06T16:52:00+02:00
1074,33101,grocery,45.01,2026-01-17T21:53:00+00:00
1075,98101,grocery,45.00,2026-02-04T07:39:00-05:00
1076,10001,grocery,45.01,2026-01-26T01:22:00-05:00
1077,02134,grocery,45.00,2026-01-12T09:30:00-05:00
1078,02134,grocery,45.01,2026-02-19T19:51:00+09:00
1079,33101,grocery,45.00,2026-02-03T11:54:00-05:00
1080,00501,grocery,45.01,2026-02-03T07:58:00-08:00
1081,06510,grocery,45.00,2026-01-05T22:35:00-08:00
1082,98101,grocery,45.01,2026-01-23T14:31:00+09:00
1083,78701,grocery,45.00,2026-02-01T06:20:00-05:00
1084,00501,grocery,45.01,2026-01-11T04:09:00-05:00
1085,08901,grocery,45.00,2026-01-10T06:37:00+00:00
1086,08901,grocery,45.01,2026-01-06T12:52:00-05:00
1087,98101,grocery,45.00,2026-01-11T13:32:00+02:00
1088,78701,grocery,45.01,2026-02-07T08:09:00+02:00
1089,06510,grocery,45.00,2026-02-15T01:13:00+09:00
1090,98101,grocery,45.01,2026-02-14T14:59:00-08:00
1091,78701,grocery,45.00,2026-01-04T03:36:00-08:00
1092,60614,grocery,45.01,2026-01-06T19:54:00+00:00
1093,06510,grocery,45.00,2026-02-16T10:27:00+00:00
1094,60614,grocery,45.01,2026-01-07T02:28:00-08:00
1095,33101,grocery,45.00,2026-02-08T23:18:00+02:00
1096,08901,grocery,45.01,2026-01-10T22:33:00-08:00
1097,01950,grocery,45.00,2026-01-04T20:24:00+02:00
1098,08901,grocery,45.01,2026-02-07T08:12:00+09:00
1099,94103,grocery,45.00,2026-01-26T00:29:00+02:00
1100,78701,grocery,45.01,2026-01-21T21:20:00+02:00
1101,07030,grocery,45.00,2026-02-17T14:31:00-05:00
1102,06510,grocery,45.01,2026-01-01T14:28:00-05:00
1103,10001,grocery,45.00,2026-02-24T19:33:00-05:00
1104,33101,grocery,45.01,2026-02-09T02:24:00-05:00
1105,10001,grocery,47.50,2026-02-21T17:50:00+02:00
1106,33101,grocery,47.51,2026-02-20T03:21:00+02:00
1107,78701,grocery,47.50,2026-02-26T19:14:00-05:00
1108,60614,grocery,47.51,2026-01-14T17:44:00+02:00
1109,60614,grocery,47.50,2026-01-06T21:57:00+00:00
1110,01950,grocery,47.51,2026-02-20T18:25:00-08:00
1111,94103,grocery,47.50,2026-01-28T04:16:00+09:00
1112,07030,grocery,47.51,2026-01-04T17:52:00-08:00
1113,08901,grocery,47.50,2026-02-27T11:32:00+00:00
1114,60614,grocery,47.51,2026-01-24T04:41:00+00:00
1115,06510,grocery,47.50,2026-01-24T03:57:00+02:00
1116,78701,grocery,47.51,2026-01-27T19:04:00+09:00
1117,33101,grocery,47.50,2026-02-02T09:10:00+05:30
1118,94103,grocery,47.51,2026-02-28T01:13:00-08:00
1119,98101,grocery,47.50,2026-01-23T08:08:00-08:00
1120,08901,grocery,47.51,2026-01-03T09:35:00-08:00
1121,08901,grocery,47.50,2026-02-16T05:57:00-05:00
1122,01950,grocery,47.51,2026-01-10T05:52:00+05:30
1123,02134,grocery,47.50,2026-02-17T22:46:00-05:00
1124,02134,grocery,47.51,2026-02-06T04:40:00+09:00
1125,07030,grocery,47.50,2026-02-20T01:30:00+09:00
1126,00501,grocery,47.51,2026-02-07T01:21:00-08:00
1127,60614,grocery,47.50,2026-01-10T17:47:00-08:00
1128,06510,grocery,47.51,2026-01-12T22:29:00+02:00
1129,98101,grocery,47.50,2026-01-08T01:01:00+09:00
1130,98101,grocery,47.51,2026-02-21T22:29:00+02:00
1131,02134,grocery,47.50,2026-02-12T06:05:00+02:00
1132,08901,grocery,47.51,2026-02-09T12:50:00-05:00
1133,10001,grocery,47.50,2026-01-20T19:38:00+05:30
1134,78701,grocery,47.51,2026-02-14T12:03:00+02:00
1135,10001,grocery,47.50,2026-01-16T22:30:00+09:00
1136,00501,grocery,47.51,2026-01-15T23:54:00+05:30
1137,08901,grocery,47.50,2026-02-16T13:40:00+02:00
1138,02134,grocery,47.51,2026-02-23T00:20:00+09:00
1139,07030,grocery,47.50,2026-01-23T18:01:00+09:00
1140,00501,grocery,47.51,2026-01-17T02:06:00+00:00
1141,78701,grocery,47.50,2026-02-07T04:54:00-08:00
1142,06510,grocery,47.51,2026-01-09T21:38:00+09:00
1143,07030,grocery,47.50,2026-02-10T00:25:00+05:30
1144,02134,grocery,47.51,2026-01-16T20:36:00+05:30
1145,10001,grocery,47.50,2026-02-06T12:28:00+05:30
1146,08901,grocery,47.51,2026-01-15T12:00:00+02:00
1147,06510,grocery,47.50,2026-01-27T12:07:00+09:00
1148,94103,grocery,47.51,2026-01-06T05:59:00+00:00
1149,94103,grocery,47.50,2026-02-08T04:24:00+09:00
1150,01950,grocery,47.51,2026-01-15T05:48:00-08:00
1151,07030,grocery,47.50,2026-02-08T23:28:00+00:00
1152,33101,grocery,47.51,2026-01-19T18:01:00+02:00
1153,78701,grocery,47.50,2026-01-06T17:11:00+02:00
1154,06510,grocery,47.51,2026-01-14T10:52:00-05:00
1155,01950,grocery,47.50,2026-01-26T03:20:00-08:00
1156,07030,grocery,47.51,2026-01-24T17:56:00+05:30
1157,02134,grocery,47.50,2026-02-15T21:41:00-08:00
1158,98101,grocery,47.51,2026-02-18T21:55:00-08:00
1159,33101,grocery,47.50,2026-02-04T00:40:00-08:00
1160,94103,grocery,47.51,2026-01-02T01:47:00-05:00
1161,78701,grocery,47.50,2026-01-26T12:22:00+09:00
1162,60614,grocery,47.51,2026-02-26T06:26:00+05:30
1163,10001,grocery,47.50,2026-02-11T15:46:00-05:00
1164,06510,grocery,47.51,2026-02-15T22:53:00-05:00
1165,33101,grocery,47.50,2026-01-02T02:37:00-05:00
1166,94103,grocery,47.51,2026-02-28T05:40:00+00:00
1167,07030,grocery,47.50,2026-01-14T23:25:00+09:00
1168,07030,grocery,47.51,2026-02-16T16:29:00+05:30
1169,08901,grocery,47.50,2026-01-13T11:30:00+00:00
1170,07030,grocery,47.51,2026-01-12T16:30:00-08:00
1171,00501,grocery,47.50,2026-01-20T13:55:00+05:30
1172,01950,grocery,47.51,2026-01-05T09:06:00-08:00
1173,78701,grocery,47.50,2026-02-20T18:32:00-08:00
1174,33101,grocery,47.51,2026-02-06T10:32:00+05:30
1175,78701,grocery,47.50,2026-01-22T22:47:00-08:00
1176,33101,grocery,47.51,2026-01-03T16:31:00-05:00
1177,08901,grocery,47.50,2026-01-08T19:15:00+02:00
1178,78701,grocery,47.51,2026-02-13T04:41:00-05:00
1179,10001,grocery,47.50,2026-02-16T11:11:00+05:30
1180,60614,grocery,47.51,2026-02-23T11:38:00-05:00
1181,01950,grocery,47.50,2026-02-15T21:42:00+05:30
1182,94103,grocery,47.51,2026-01-03T06:10:00+09:00
1183,78701,grocery,47.50,2026-02-24T03:03:00-08:00
1184,08901,grocery,47.51,2026-02-08T09:15:00+09:00
1185,01950,grocery,47.50,2026-01-10T19:24:00+09:00
1186,94103,grocery,47.51,2026-01-17T19:18:00-08:00
1187,01950,grocery,47.50,2026-01-26T17:07:00-08:00
1188,01950,grocery,47.51,2026-02-17T20:59:00+00:00
1189,02134,grocery,47.50,2026-01-08T15:58:00+02:00
1190,00501,grocery,47.51,2026-01-22T12:44:00+00:00
1191,06510,grocery,47.50,2026-02-07T22:23:00-05:00
1192,33101,grocery,47.51,2026-02-02T19:00:00-08:00
1193,98101,grocery,47.50,2026-02-23T06:09:00+05:30
1194,08901,grocery,47.51,2026-01-25T10:32:00+05:30
1195,60614,grocery,47.50,2026-01-04T11:55:00+09:00
1196,78701,grocery,47.51,2026-02-20T12:02:00+09:00
1197,01950,grocery,47.50,2026-01-05T01:45:00+02:00
1198,94103,grocery,47.51,2026-02-07T07:56:00+00:00
1199,98101,grocery,47.50,2026-01-17T17:15:00+00:00
1200,10001,grocery,47.51,2026-01-20T04:51:00+05:30
1201,01950,grocery,47.50,2026-01-07T21:16:00-05:00
1202,60614,grocery,47.51,2026-01-02T20:21:00-05:00
1203,98101,grocery,47.50,2026-01-16T07:20:00+02:00
1204,94103,grocery,47.51,2026-02-02T13:38:00+05:30
1205,94103,grocery,50.00,2026-02-10T22:08:00-08:00
1206,78701,grocery,50.01,2026-01-27T20:20:00+05:30
1207,94103,grocery,50.00,2026-02-16T16:13:00+09:00
1208,33101,grocery,50.01,2026-02-20T03:10:00+02:00
1209,94103,grocery,50.00,2026-02-05T02:53:00+05:30
1210,60614,grocery,50.01,2026-01-11T04:48:00-08:00
1211,94103,grocery,50.00,2026-01-03T22:17:00+00:00
1212,94103,grocery,50.01,2026-02-16T08:38:00+09:00
1213,94103,grocery,50.00,2026-01-14T11:42:00+02:00
1214,94103,grocery,50.01,2026-01-21T00:20:00-08:00
1215,33101,grocery,50.00,2026-01-06T09:43:00-05:00
1216,06510,grocery,50.01,2026-01-18T07:35:00+00:00
1217,01950,grocery,50.00,2026-02-13T01:48:00-08:00
1218,00501,grocery,50.01,2026-02-01T17:09:00+02:00
1219,06510,grocery,50.00,2026-01-15T16:53:00-05:00
1220,00501,grocery,50.01,2026-02-10T04:23:00+02:00
1221,07030,grocery,50.00,2026-01-09T16:59:00-05:00
1222,94103,grocery,50.01,2026-01-17T13:55:00-08:00
1223,06510,grocery,50.00,2026-01-19T09:44:00+09:00
1224,98101,grocery,50.01,2026-01-03T07:27:00+00:00
1225,08901,grocery,50.00,2026-01-24T06:26:00+05:30
1226,01950,grocery,50.01,2026-02-28T06:31:00+02:00
1227,01950,grocery,50.00,2026-01-08T10:11:00-05:00
1228,07030,grocery,50.01,2026-02-12T06:13:00+00:00
1229,33101,grocery,50.00,2026-01-09T11:40:00+05:30
1230,78701,grocery,50.01,2026-02-09T05:43:00-08:00
1231,02134,grocery,50.00,2026-02-22T08:57:00+02:00
1232,94103,grocery,50.01,2026-02-17T00:48:00+05:30
1233,33101,grocery,50.00,2026-02-19T11:10:00+05:30
1234,06510,grocery,50.01,2026-02-13T19:40:00+09:00
1235,06510,grocery,50.00,2026-02-14T10:32:00-08:00
1236,07030,grocery,50.01,2026-02-19T01:28:00+09:00
1237,02134,grocery,50.00,2026-02-15T10:06:00+02:00
1238,00501,grocery,50.01,2026-02-27T11:01:00-05:00
1239,01950,grocery,50.00,2026-01-19T03:03:00-05:00
1240,98101,grocery,50.01,2026-02-01T19:34:00-05:00
1241,07030,grocery,50.00,2026-01-12T06:03:00+09:00
1242,78701,grocery,50.01,2026-01-18T02:42:00-08:00
1243,00501,grocery,50.00,2026-02-07T18:32:00+09:00
1244,01950,grocery,50.01,2026-02-13T02:11:00+02:00
1245,07030,grocery,50.00,2026-02-11T15:42:00+09:00
1246,33101,grocery,50.01,2026-02-01T03:58:00+05:30
1247,94103,grocery,50.00,2026-01-03T03:45:00+09:00
1248,10001,grocery,50.01,2026-01-21T18:14:00+02:00
1249,02134,grocery,50.00,2026-01-03T00:27:00+00:00
1250,98101,grocery,50.01,2026-02-14T09:17:00-05:00
1251,78701,grocery,50.00,2026-02-11T12:25:00-08:00
1252,08901,grocery,50.01,2026-02-19T20:18:00-05:00
1253,10001,grocery,50.00,2026-02-09T12:40:00+05:30
1254,33101,grocery,50.01,2026-01-12T13:09:00-08:00
1255,02134,grocery,50.00,2026-02-02T11:11:00+05:30
1256,00501,grocery,50.01,2026-02-21T05:01:00+09:00
1257,08901,grocery,50.00,2026-01-25T16:04:00+00:00
1258,33101,grocery,50.01,2026-02-23T03:48:00-05:00
1259,78701,grocery,50.00,2026-02-04T09:41:00+02:00
1260,10001,grocery,50.01,2026-01-13T18:49:00+05:30
1261,78701,grocery,50.00,2026-01-10T18:13:00-05:00
1262,98101,grocery,50.01,2026-02-04T04:09:00+05:30
1263,01950,grocery,50.00,2026-01-21T04:08:00+05:30
1264,07030,grocery,50.01,2026-01-07T04:36:00-05:00
1265,07030,grocery,50.00,2026-02-15T04:29:00-08:00
1266,10001,grocery,50.01,2026-01-27T16:00:00-08:00
1267,94103,grocery,50.00,2026-01-15T22:00:00+00:00
1268,98101,grocery,50.01,2026-01-13T09:00:00+09:00
1269,78701,grocery,50.00,2026-01-15T13:44:00+09:00
1270,78701,grocery,50.01,2026-02-12T22:46:00+05:30
1271,08901,grocery,50.00,2026-01-16T23:44:00+02:00
1272,07030,grocery,50.01,2026-01-06T09:42:00-05:00
1273,33101,grocery,50.00,2026-01-27T22:22:00+05:30
1274,94103,grocery,50.01,2026-01-03T11:01:00+00:00
1275,60614,grocery,50.00,2026-01-17T01:18:00-05:00
1276,08901,grocery,50.01,2026-02-19T09:26:00+09:00
1277,00501,grocery,50.00,2026-01-14T15:28:00+05:30
1278,33101,grocery,50.01,2026-01-14T00:20:00+09:00
1279,60614,grocery,50.00,2026-01-26T02:00:00-08:00
1280,33101,grocery,50.01,2026-02-12T01:18:00-05:00
1281,06510,grocery,50.00,2026-01-08T15:54:00+09:00
1282,10001,grocery,50.01,2026-02-01T15:23:00+02:00
1283,02134,grocery,50.00,2026-02-02T05:26:00+05:30
1284,06510,grocery,50.01,2026-01-03T06:14:00+02:00
1285,00501,grocery,50.00,2026-01-08T15:34:00-08:00
1286,07030,grocery,50.01,2026-01-18T05:07:00+09:00
1287,02134,grocery,50.00,2026-01-10T08:13:00+02:00
1288,07030,grocery,50.01,2026-01-18T03:53:00+05:30
1289,06510,grocery,50.00,2026-02-06T01:28:00-08:00
1290,98101,grocery,50.01,2026-02-05T00:23:00+00:00
1291,60614,grocery,50.00,2026-02-13T20:17:00+09:00
1292,98101,grocery,50.01,2026-02-13T01:54:00+02:00
1293,08901,grocery,50.00,2026-02-18T18:35:00+00:00
1294,00501,grocery,50.01,2026-01-04T22:18:00+09:00
1295,33101,grocery,50.00,2026-01-14T14:54:00-05:00
1296,00501,grocery,50.01,2026-01-11T01:10:00+00:00
1297,33101,grocery,50.00,2026-01-05T07:02:00+09:00
1298,60614,grocery,50.01,2026-02-28T18:39:00+05:30
1299,08901,grocery,50.00,2026-02-18T01:03:00+09:00
1300,78701,grocery,50.01,2026-01-09T02:28:00+05:30
1301,33101,grocery,50.00,2026-01-04T00:26:00-08:00
1302,10001,grocery,50.01,2026-02-12T07:15:00-05:00
1303,60614,grocery,50.00,2026-02-24T00:39:00-05:00
1304,94103,grocery,50.01,2026-02-05T11:11:00-08:00
1305,10001,grocery,52.50,2026-02-25T12:20:00+05:30
1306,60614,grocery,52.51,2026-01-14T23:03:00+00:00
1307,01950,grocery,52.50,2026-02-12T00:18:00-05:00
1308,94103,grocery,52.51,2026-02-15T03:51:00-05:00
1309,78701,grocery,52.50,2026-01-06T03:01:00+05:30
1310,10001,grocery,52.51,2026-01-17T10:14:00+02:00
1311,10001,grocery,52.50,2026-02-13T02:53:00+02:00
1312,01950,grocery,52.51,2026-01-12T09:48:00+09:00
1313,00501,grocery,52.50,2026-01-18T17:11:00-05:00
1314,60614,grocery,52.51,2026-01-23T03:20:00+09:00
1315,78701,grocery,52.50,2026-02-23T03:10:00+05:30
1316,07030,grocery,52.51,2026-02-22T12:08:00+09:00
1317,08901,grocery,52.50,2026-01-11T12:55:00+02:00
1318,00501,grocery,52.51,2026-01-18T16:06:00+09:00
1319,08901,grocery,52.50,2026-02-12T18:21:00+05:30
1320,98101,grocery,52.51,2026-02-04T20:34:00+00:00
1321,07030,grocery,52.50,2026-02-20T17:32:00-05:00
1322,60614,grocery,52.51,2026-01-15T14:34:00+02:00
1323,06510,grocery,52.50,2026-01-22T02:32:00-05:00
1324,60614,grocery,52.51,2026-02-27T03:16:00-08:00
1325,78701,grocery,52.50,2026-01-01T16:34:00+05:30
1326,01950,grocery,52.51,2026-01-09T07:03:00-05:00
1327,07030,grocery,52.50,2026-01-15T06:20:00+05:30
1328,78701,grocery,52.51,2026-01-27T16:54:00+05:30
1329,02134,grocery,52.50,2026-01-10T07:41:00+09:00
1330,00501,grocery,52.51,2026-02-22T09:49:00+00:00
1331,08901,grocery,52.50,2026-02-05T05:06:00+00:00
1332,98101,grocery,52.51,2026-01-13T09:27:00+00:00
1333,10001,grocery,52.50,2026-02-22T02:10:00+09:00
1334,98101,grocery,52.51,2026-01-18T16:15:00+00:00
1335,94103,grocery,52.50,2026-01-28T21:12:00+00:00
1336,94103,grocery,52.51,2026-02-02T01:39:00-08:00
1337,94103,grocery,52.50,2026-02-13T21:09:00-08:00
1338,98101,grocery,52.51,2026-02-11T19:06:00+00:00
1339,08901,grocery,52.50,2026-02-26T21:44:00+05:30
1340,98101,grocery,52.51,2026-02-22T01:10:00+09:00
1341,06510,grocery,52.50,2026-01-07T00:44:00-08:00
1342,08901,grocery,52.51,2026-02-20T18:34:00-05:00
1343,33101,grocery,52.50,2026-02-02T16:59:00+09:00
1344,94103,grocery,52.51,2026-01-07T08:34:00+09:00
1345,06510,grocery,52.50,2026-01-08T18:15:00+02:00
1346,01950,grocery,52.51,2026-01-07T13:54:00+09:00
1347,78701,grocery,52.50,2026-02-08T15:47:00-05:00
1348,01950,grocery,52.51,2026-01-04T01:53:00-08:00
1349,06510,grocery,52.50,2026-01-20T08:51:00+05:30
1350,10001,grocery,52.51,2026-01-01T18:39:00-05:00
1351,98101,grocery,52.50,2026-01-12T12:28:00+05:30
1352,33101,grocery,52.51,2026-02-25T01:16:00-08:00
1353,60614,grocery,52.50,2026-01-21T11:52:00+09:00
1354,10001,grocery,52.51,2026-02-16T22:44:00-05:00
1355,33101,grocery,52.50,2026-01-02T08:58:00-05:00
1356,94103,grocery,52.51,2026-01-14T14:02:00+00:00
1357,06510,grocery,52.50,2026-01-12T19:20:00-08:00
1358,78701,grocery,52.51,2026-02-12T23:54:00+09:00
1359,02134,grocery,52.50,2026-01-02T11:45:00-08:00
1360,60614,grocery,52.51,2026-01-04T17:58:00-08:00
1361,33101,grocery,52.50,2026-01-28T05:03:00-08:00
1362,98101,grocery,52.51,2026-01-06T21:05:00+02:00
1363,08901,grocery,52.50,2026-01-23T00:12:00+02:00
1364,06510,grocery,52.51,2026-01-07T23:14:00-08:00
1365,98101,grocery,52.50,2026-01-09T00:49:00+00:00
1366,08901,grocery,52.51,2026-01-22T14:36:00+05:30
1367,94103,grocery,52.50,2026-02-19T13:10:00+02:00
1368,02134,grocery,52.51,2026-01-01T18:09:00+05:30
1369,78701,grocery,52.50,2026-01-05T17:16:00-05:00
1370,00501,grocery,52.51,2026-02-24T12:49:00-08:00
1371,02134,grocery,52.50,2026-02-04T01:10:00+02:00
1372,33101,grocery,52.51,2026-01-16T21:33:00-05:00
1373,07030,grocery,52.50,2026-01-01T19:14:00+05:30
1374,60614,grocery,52.51,2026-02-14T15:06:00+00:00
1375,00501,grocery,52.50,2026-01-11T15:39:00+00:00
1376,06510,grocery,52.51,2026-01-23T15:12:00-05:00
1377,10001,grocery,52.50,2026-01-06T08:32:00+00:00
1378,78701,grocery,52.51,2026-02-06T22:33:00+02:00
1379,78701,grocery,52.50,2026-01-16T23:08:00+00:00
1380,98101,grocery,52.51,2026-01-10T20:52:00+00:00
1381,01950,grocery,52.50,2026-02-04T07:19:00+02:00
1382,02134,grocery,52.51,2026-01-21T13:27:00-08:00
1383,02134,grocery,52.50,2026-01-15T17:36:00-08:00
1384,08901,grocery,52.51,2026-01-05T18:52:00-05:00
1385,02134,grocery,52.50,2026-01-07T22:55:00-05:00
1386,60614,grocery,52.51,2026-02-19T16:44:00+09:00
1387,02134,grocery,52.50,2026-02-01T08:11:00+09:00
1388,00501,grocery,52.51,2026-02-22T06:05:00+02:00
1389,78701,grocery,52.50,2026-02-14T10:00:00+02:00
1390,78701,grocery,52.51,2026-02-22T00:19:00-08:00
1391,60614,grocery,52.50,2026-01-17T15:54:00+02:00
1392,08901,grocery,52.51,2026-02-12T02:18:00-08:00
1393,06510,grocery,52.50,2026-02-09T14:09:00+05:30
1394,01950,grocery,52.51,2026-01-06T13:02:00+05:30
1395,78701,grocery,52.50,2026-01-11T02:03:00-08:00
1396,01950,grocery,52.51,2026-02-21T02:19:00+05:30
1397,33101,grocery,52.50,2026-01-13T01:18:00+09:00
1398,98101,grocery,52.51,2026-01-03T20:32:00+05:30
1399,33101,grocery,52.50,2026-02-08T00:24:00-08:00
1400,33101,grocery,52.51,2026-02-15T18:10:00+02:00
1401,00501,grocery,52.50,2026-01-16T16:44:00-05:00
1402,60614,grocery,52.51,2026-02-15T00:35:00+00:00
1403,60614,grocery,52.50,2026-01-18T20:59:00+00:00
1404,10001,grocery,52.51,2026-02-17T22:29:00+02:00
1405,00501,grocery,55.00,2026-01-24T23:55:00+02:00
1406,07030,grocery,55.01,2026-02-22T08:35:00-05:00
1407,02134,grocery,55.00,2026-01-14T08:00:00+00:00
1408,98101,grocery,55.01,2026-01-11T01:19:00+05:30
1409,33101,grocery,55.00,2026-02-09T17:03:00+00:00
1410,06510,grocery,55.01,2026-02-09T11:28:00-05:00
1411,00501,grocery,55.00,2026-01-03T21:40:00+09:00
1412,78701,grocery,55.01,2026-02-03T06:57:00-08:00
1413,02134,grocery,55.00,2026-02-28T05:19:00+05:30
1414,33101,grocery,55.01,2026-02-14T15:38:00+09:00
1415,01950,grocery,55.00,2026-01-01T09:12:00-05:00
1416,60614,grocery,55.01,2026-01-21T08:04:00-08:00
1417,08901,grocery,55.00,2026-01-16T10:19:00+00:00
1418,60614,grocery,55.01,2026-02-23T02:15:00+02:00
1419,08901,grocery,55.00,2026-01-22T12:07:00+00:00
1420,78701,grocery,55.01,2026-02-22T04:54:00+09:00
1421,98101,grocery,55.00,2026-02-26T21:41:00-08:00
1422,01950,grocery,55.01,2026-01-02T22:32:00+05:30
1423,02134,grocery,55.00,2026-01-19T03:38:00+02:00
1424,98101,grocery,55.01,2026-02-10T21:04:00+00:00
1425,06510,grocery,55.00,2026-02-17T15:34:00+05:30
1426,33101,grocery,55.01,2026-01-22T22:21:00+00:00
1427,78701,grocery,55.00,2026-02-20T20:14:00+05:30
1428,33101,grocery,55.01,2026-02-01T03:04:00-08:00
1429,94103,grocery,55.00,2026-01-01T22:48:00+05:30
1430,01950,grocery,55.01,2026-02-14T01:38:00+00:00
1431,08901,grocery,55.00,2026-02-14T14:16:00-05:00
1432,10001,grocery,55.01,2026-02-06T01:56:00-05:00
1433,33101,grocery,55.00,2026-01-07T17:50:00-08:00
1434,02134,grocery,55.01,2026-01-06T05:02:00+05:30
1435,60614,grocery,55.00,2026-02-20T12:31:00-05:00
1436,02134,grocery,55.01,2026-01-21T11:34:00-08:00
1437,60614,grocery,55.00,2026-01-16T18:41:00-05:00
1438,10001,grocery,55.01,2026-02-17T01:48:00-08:00
1439,07030,grocery,55.00,2026-02-13T05:36:00+05:30
1440,07030,grocery,55.01,2026-01-24T13:46:00+09:00
1441,94103,grocery,55.00,2026-02-06T18:45:00+09:00
1442,98101,grocery,55.01,2026-01-04T00:59:00-08:00
1443,10001,grocery,55.00,2026-02-23T14:42:00+02:00
1444,06510,grocery,55.01,2026-01-28T01:49:00+05:30
1445,33101,grocery,55.00,2026-02-08T02:59:00+05:30
1446,08901,grocery,55.01,2026-02-05T19:49:00+02:00
1447,10001,grocery,55.00,2026-02-07T19:43:00+02:00
1448,08901,grocery,55.01,2026-02-21T23:19:00+00:00
1449,10001,grocery,55.00,2026-01-15T05:54:00-05:00
1450,98101,grocery,55.01,2026-02-26T19:16:00+00:00
